X,Y,is_aves,is_daytime,filename
9.305514,2.8103547,0,0,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_004500.wav
9.723498,3.0442238,0,0,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_004500.wav
9.104671,6.896362,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_111500.wav
9.105407,6.9308863,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_111500.wav
8.98653,5.753764,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_111500.wav
9.12241,6.936107,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_111500.wav
9.103517,6.9874506,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_111500.wav
9.133348,6.9671726,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_111500.wav
10.477527,4.9768353,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_060000.wav
7.2806745,4.5787363,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_060000.wav
10.200206,5.851354,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_060000.wav
10.503652,4.0068946,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_060000.wav
10.601844,4.8691115,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_060000.wav
10.350384,5.6826544,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_060000.wav
9.698304,4.2948003,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220508_180000.wav
9.7153015,4.2725015,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220508_180000.wav
9.713638,4.2690434,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220508_180000.wav
9.752092,4.343483,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220508_180000.wav
9.703954,4.363377,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220508_180000.wav
9.808452,6.2027626,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220508_180000.wav
8.625891,4.943606,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_190000.wav
8.624715,4.9659224,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_190000.wav
8.624206,4.954261,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_190000.wav
8.599266,4.9386168,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_190000.wav
8.6204405,4.9582577,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_190000.wav
8.619871,4.946846,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_190000.wav
10.432838,2.916756,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220507_194500.wav
10.443562,2.8913286,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220507_194500.wav
10.444636,2.849563,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220507_194500.wav
10.436771,2.874516,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220507_194500.wav
10.442176,2.8338745,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220507_194500.wav
10.450231,2.8236308,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220507_194500.wav
9.822819,5.9085546,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_064500.wav
9.91454,5.9527736,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_064500.wav
9.878894,6.066172,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_064500.wav
9.748297,6.2117815,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_064500.wav
9.918772,6.0732536,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_064500.wav
10.026416,5.9373097,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_064500.wav
8.807852,6.5445623,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_070000.wav
8.82315,6.542932,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_070000.wav
8.848668,6.5582414,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_070000.wav
8.818275,6.561236,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_070000.wav
8.822349,6.552224,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_070000.wav
9.563878,6.5745635,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_070000.wav
10.443331,5.549272,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_100000.wav
10.5352335,5.1692777,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_100000.wav
10.5136175,5.440806,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_100000.wav
10.467688,5.451005,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_100000.wav
10.506414,3.7055998,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_100000.wav
10.505745,5.0728364,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_100000.wav
9.346927,2.844113,0,0,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_010000.wav
9.356269,2.8599877,0,0,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_010000.wav
9.355611,2.8464863,0,0,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_010000.wav
9.849612,3.0504048,0,0,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_010000.wav
9.356594,2.8449411,0,0,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_010000.wav
9.401502,2.9159117,0,0,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_010000.wav
8.9805565,5.944466,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_123000.wav
8.773618,5.389037,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_123000.wav
8.926885,5.517326,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_123000.wav
8.979788,5.4774747,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_123000.wav
9.458346,5.2427726,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_123000.wav
